NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado,Tipo
QJWNGBGTRKJ,80,7,MEBC05369163511243,KYUR31488354386446,829.83,1651631826.644716,1657679826.644724,784-01-5990,rechazado,emitido
YGJEGBKWNKD,80,7,MEBC05369163511243,KXKG14431368253673,840.38,1652668626.644834,1658803026.644843,784-01-5990,rechazado,depositado
DEISGBSSLDR,80,7,MEBC05369163511243,IQLM19771218440663,758.8,1651286226.644956,1657766226.644964,784-01-5990,aprobado,emitido
SLDNGBQV97Q,80,7,MEBC05369163511243,ATFZ06656604799010,727.58,1651027026.645068,1658543826.645076,784-01-5990,rechazado,depositado
DRRZGBDBV14,80,7,MEBC05369163511243,ETRH25628473142933,763.17,1652063826.645183,1658716626.645201,784-01-5990,pendiente,depositado
ZKVSGBOH10F,80,7,MEBC05369163511243,EAWA74480679202086,454.44,1650595026.645312,1657507026.64532,784-01-5990,rechazado,emitido
SIYRGBWJCAI,80,7,MEBC05369163511243,LCKA78346067723188,815.95,1651804626.645429,1658284626.645438,784-01-5990,rechazado,emitido
MLZAGBXV7Z8,80,7,MEBC05369163511243,DQGU86543905419921,18.16,1651286226.645545,1657420626.645552,784-01-5990,rechazado,emitido
WDDTGB9MNU9,80,7,MEBC05369163511243,OYAP54620822634989,349.73,1652841426.645662,1657247826.645671,784-01-5990,aprobado,emitido
ASYVGBXQ3SR,8,245,AQOC65219957937602,IJRJ69071747857914,203.52,1650422226.646512,1658889426.646518,053-07-3769,aprobado,emitido
QKLEGBE28HG,8,245,AQOC65219957937602,GYNO57275149392841,597.7,1652755026.646611,1657679826.646618,053-07-3769,aprobado,depositado
EFKNGBN8QWW,8,245,AQOC65219957937602,FXAR98787420654600,887.86,1651027026.64671,1658284626.646718,053-07-3769,pendiente,depositado
IQXAGB7E0H0,8,245,AQOC65219957937602,BHNY10679314027901,929.98,1651113426.646812,1658025426.64682,053-07-3769,pendiente,emitido
OZCXGBG3JYL,8,245,AQOC65219957937602,AIEO23338007752109,293.71,1652495826.64692,1658457426.646928,053-07-3769,pendiente,emitido
NRBLGB1RSJF,8,245,AQOC65219957937602,BBUH64074182155838,760.86,1651372626.647035,1657507026.647043,053-07-3769,pendiente,depositado
USORGBUM9CO,8,245,AQOC65219957937602,VTZT38848322511466,664.96,1651631826.647152,1657334226.64716,053-07-3769,rechazado,depositado
OXXUGB60I98,8,245,AQOC65219957937602,QIQE15612068094953,454.54,1653532626.64728,1657939026.647288,053-07-3769,aprobado,depositado
BXGJGB9NQD6,8,245,AQOC65219957937602,YABB03511447016344,343.76,1650335826.647399,1657679826.647407,053-07-3769,pendiente,emitido
LWXJGBYICMT,8,245,AQOC65219957937602,YSTX12815545016454,299.15,1653705426.647516,1657766226.647523,053-07-3769,rechazado,emitido
GOJAGBC119A,8,245,AQOC65219957937602,AEPK33165812293814,265.29,1653359826.647639,1658975826.647647,053-07-3769,rechazado,depositado
WFVDGBX0ORZ,8,245,AQOC65219957937602,WQYY60537993781735,936.23,1652927826.647871,1657247826.647881,053-07-3769,aprobado,emitido
QLSEGBFUNCZ,8,245,AQOC65219957937602,TKKW99061566532566,443.26,1653619026.648,1657939026.648008,053-07-3769,aprobado,emitido
YMIKGBM6PC5,8,245,AQOC65219957937602,WRJW33163230561198,405.56,1653705426.648115,1658803026.648123,053-07-3769,rechazado,depositado
ZHGIGBKL2OC,8,245,AQOC65219957937602,TBLE25765445627272,218.84,1651718226.64943,1658630226.649444,053-07-3769,pendiente,emitido
CHMMGB1BJST,8,245,AQOC65219957937602,NRUL51025531459017,609.16,1650681426.649594,1657247826.649603,053-07-3769,pendiente,emitido
UBSGGBT5YHW,8,245,AQOC65219957937602,URUT30771313393550,311.5,1652841426.649719,1657420626.649727,053-07-3769,pendiente,emitido
CVOLGBOCGW3,8,245,AQOC65219957937602,JWIV05905261682778,634.38,1651199826.64984,1658284626.649848,053-07-3769,rechazado,depositado
GJJXGBGAE1M,8,245,AQOC65219957937602,VUKA50177038016162,822.35,1650422226.64996,1657420626.649968,053-07-3769,aprobado,depositado
PGPRGBZ74KJ,8,245,AQOC65219957937602,PSSJ96080932927273,652.95,1651199826.650076,1658371026.650084,053-07-3769,pendiente,emitido
QPPMGBR3V8G,97,276,TRGV18618045507289,ATUZ99647498342337,453.45,1651718226.650949,1658543826.650956,012-65-0743,pendiente,emitido
YFSVGBC254R,97,276,TRGV18618045507289,XHHY45395216339936,727.27,1650767826.651051,1657766226.651059,012-65-0743,rechazado,emitido
NHYZGBCCUY5,97,276,TRGV18618045507289,FPWJ91143005174476,504.83,1652409426.651151,1658198226.65116,012-65-0743,rechazado,depositado
HTSAGB8MVMJ,97,276,TRGV18618045507289,IHVR58915651829799,410.61,1652582226.651271,1658803026.651279,012-65-0743,aprobado,depositado
ZJRRGBL1GQY,97,276,TRGV18618045507289,MQLZ48221214038568,477.32,1652236626.651376,1658975826.651384,012-65-0743,pendiente,depositado
GCTLGBZJ085,97,276,TRGV18618045507289,LXDW89703860669883,957.07,1652323026.651486,1658457426.651494,012-65-0743,aprobado,emitido
DINLGBXZW0Q,97,276,TRGV18618045507289,DCKN84377299488751,886.6,1650422226.651599,1657334226.651607,012-65-0743,pendiente,emitido
AGOLGBNFUAY,97,276,TRGV18618045507289,XAKY57284017274822,261.41,1650940626.651714,1657507026.651722,012-65-0743,pendiente,depositado
NGSNGBP0UHB,97,276,TRGV18618045507289,SCVH82701855653167,787.11,1653187026.651828,1658025426.651836,012-65-0743,rechazado,depositado
GUJCGBNTFNK,97,276,TRGV18618045507289,XTSQ19997405871841,432.31,1653359826.651945,1658716626.651953,012-65-0743,pendiente,emitido
HSWYGB1USKP,97,276,TRGV18618045507289,TZLB92425736580559,753.3,1652582226.652058,1657334226.652066,012-65-0743,aprobado,depositado
UQPAGBI5EAT,97,276,TRGV18618045507289,OGON99566732703070,166.03,1653705426.652172,1658371026.65218,012-65-0743,rechazado,depositado
OXIGGB68IVT,97,276,TRGV18618045507289,FDFQ31163802621658,478.97,1652927826.652321,1657507026.65233,012-65-0743,aprobado,depositado
EFYKGBZSW24,97,276,TRGV18618045507289,YHVO01138118191024,578.07,1653014226.652442,1658803026.65245,012-65-0743,rechazado,emitido
NFTOGBNQ015,97,276,TRGV18618045507289,OSQE44999354272533,592.66,1650940626.652557,1658716626.652565,012-65-0743,aprobado,depositado
BKZPGBVDU5X,97,276,TRGV18618045507289,EXTM76092904106023,258.54,1650335826.652675,1657420626.652683,012-65-0743,pendiente,emitido
UUOCGBF8SS1,97,276,TRGV18618045507289,JCVG09766734157659,938.33,1652755026.652794,1658025426.652802,012-65-0743,pendiente,emitido
KUUOGBHW208,97,276,TRGV18618045507289,AVBD99773780430358,665.46,1653619026.65291,1658371026.652918,012-65-0743,rechazado,emitido
BMRLGBAWB46,97,276,TRGV18618045507289,IYBM53335091013591,388.5,1652409426.653027,1657334226.653035,012-65-0743,rechazado,depositado
TNHVGBDT68M,97,276,TRGV18618045507289,RMIU32777391882159,85.18,1653446226.653144,1658889426.653152,012-65-0743,rechazado,emitido
WYNJGBNIGPN,18,182,UOWT63875139749100,CVWW38658117477048,6.95,1652755026.653988,1658543826.653994,189-10-4252,aprobado,emitido
JIZBGBGJ85Q,18,182,UOWT63875139749100,URPL97283079339304,35.46,1652063826.654087,1658543826.654095,189-10-4252,rechazado,depositado
WECDGBM6POI,18,182,UOWT63875139749100,DMKN52967262305771,362.55,1651631826.654197,1658371026.654206,189-10-4252,rechazado,depositado
OGPTGB5GX18,18,182,UOWT63875139749100,VKIT24038443171875,628.59,1653532626.654307,1657247826.654315,189-10-4252,rechazado,depositado
FANUGBIIYX7,18,182,UOWT63875139749100,FJQD03358255343806,354.58,1651113426.65441,1658716626.654418,189-10-4252,pendiente,emitido
RGWGGBWO5D0,18,182,UOWT63875139749100,IJMI10092380829942,459.05,1651977426.654524,1657766226.654532,189-10-4252,aprobado,emitido
TVOBGB8UMUK,18,182,UOWT63875139749100,FSPB79483513322487,641.68,1653532626.654641,1657766226.654649,189-10-4252,pendiente,emitido
AKPYGBE9ZT8,18,182,UOWT63875139749100,JOJG53277283664354,36.51,1653619026.654757,1658457426.654765,189-10-4252,aprobado,depositado
FHVAGB4HN2S,18,182,UOWT63875139749100,OVEW66763904980790,279.94,1653532626.655116,1658630226.655136,189-10-4252,pendiente,depositado
SJJAGBWRFAB,18,182,UOWT63875139749100,NTTF00942104504616,543.94,1651286226.655301,1658716626.655313,189-10-4252,pendiente,depositado
OBECGBDQTEE,18,182,UOWT63875139749100,NXKY33297657829147,310.18,1651113426.655431,1658371026.655441,189-10-4252,rechazado,depositado
CHZSGBCUV3B,18,182,UOWT63875139749100,TDEZ48385695157012,226.87,1653014226.655622,1658457426.655633,189-10-4252,rechazado,emitido
RVTXGB5ZSBP,18,182,UOWT63875139749100,EVII23255833908387,626.89,1653619026.655789,1658975826.6558,189-10-4252,pendiente,depositado
LLKFGB0MZDB,18,182,UOWT63875139749100,LFMP73786431876945,382.1,1653532626.655933,1658111826.655943,189-10-4252,aprobado,depositado
IYTRGBNTJAZ,18,182,UOWT63875139749100,CDYE37820728720323,46.48,1651545426.656073,1657507026.656083,189-10-4252,pendiente,emitido
IHABGBL2JOV,18,182,TBKL74595514617959,LZND10289530181466,129.75,1652236626.656247,1658198226.656258,189-10-4252,aprobado,emitido
JUMQGBE64OR,18,182,JKPB34565011059204,SYIZ93858332976214,21.64,1653359826.656441,1658630226.656451,189-10-4252,aprobado,depositado
IBLSGBTQOTV,18,182,JKPB34565011059204,XXXM55465306251238,489.01,1650681426.656634,1658284626.656645,189-10-4252,pendiente,depositado
QJIMGB5HE0M,18,182,JKPB34565011059204,EPJS07782861993768,820.98,1653014226.65678,1657852626.65679,189-10-4252,rechazado,emitido
UFVVGBNRX72,18,182,JKPB34565011059204,KRHB04962339698220,921.92,1652150226.656932,1658889426.656942,189-10-4252,pendiente,emitido
SAHSGBHECMP,97,97,VTRN74739861663159,HVXA81065335610764,574.78,1651113426.65787,1657679826.65788,759-31-1596,aprobado,depositado
EGKNGB70FXF,97,97,VTRN74739861663159,IMTI69220120595876,138.98,1650767826.658,1657593426.65801,759-31-1596,rechazado,emitido
KUZMGBH6UDE,97,97,VTRN74739861663159,ZGMB58679969499124,903.62,1650595026.658119,1657247826.658129,759-31-1596,pendiente,emitido
BJJWGBCKGXW,97,97,VTRN74739861663159,FUVR98642914646907,541.14,1650940626.658247,1657334226.658258,759-31-1596,aprobado,depositado
JFOVGB1MPFH,97,97,VTRN74739861663159,GQJZ30984165659635,628.0,1650854226.65944,1658457426.659457,759-31-1596,pendiente,emitido
NFPSGB7387L,97,97,VTRN74739861663159,ABDT86165355552551,46.0,1652841426.660349,1657939026.660363,759-31-1596,aprobado,depositado
YAWDGBB4JNV,97,97,VTRN74739861663159,IKZX44269639134724,743.73,1653359826.661159,1658716626.661173,759-31-1596,pendiente,emitido
SBCQGB7QIQV,97,97,VTRN74739861663159,EIBA35517042733511,405.97,1650681426.661356,1657766226.661366,759-31-1596,rechazado,emitido
NDXMGBAS9T0,97,97,VTRN74739861663159,IPOJ65982112641894,421.43,1651631826.661488,1657766226.661497,759-31-1596,rechazado,depositado
TKPWGBTDB5I,97,97,VTRN74739861663159,QFWP63544524314665,271.75,1653705426.661614,1657939026.661622,759-31-1596,aprobado,depositado
DVBGGBQOH7O,97,97,VTRN74739861663159,OXDV18327395402057,242.97,1650595026.661736,1658716626.661745,759-31-1596,pendiente,emitido
WGQJGB1S340,97,97,VTRN74739861663159,JVYS45209420771671,448.74,1650335826.661859,1658457426.661868,759-31-1596,pendiente,emitido
GGVAGBNXKTN,97,97,VTRN74739861663159,BOVW63429771568477,365.51,1653273426.665616,1657507026.665637,759-31-1596,pendiente,depositado
BRNNGB8VNIS,97,97,VTRN74739861663159,OKSJ11113671970822,31.56,1653705426.665821,1658198226.665831,759-31-1596,pendiente,depositado
CEBKGBDIE7H,97,97,VTRN74739861663159,YZVN85252376215271,522.97,1652582226.665933,1658630226.665941,759-31-1596,aprobado,emitido
DXBDGBJYTB2,97,97,VTRN74739861663159,WEKY01444293678046,392.98,1651459026.666042,1658716626.66605,759-31-1596,pendiente,emitido
DGTXGB69AOK,97,97,VTRN74739861663159,SDJL88644173470301,619.84,1652495826.666531,1657420626.666557,759-31-1596,pendiente,emitido
ASOIGBSL6ZU,97,97,VTRN74739861663159,AKNE40114742645466,570.54,1650595026.666707,1658975826.666717,759-31-1596,pendiente,depositado
DFDRGBJ4JAC,97,97,VTRN74739861663159,SZQJ97632742192244,41.21,1653532626.666835,1657334226.666843,759-31-1596,aprobado,emitido
JGDIGBQ25OR,97,97,VTRN74739861663159,IDKD03195804976124,839.05,1652755026.666989,1658198226.666999,759-31-1596,pendiente,emitido
HTKFGBCDAMG,31,85,BKVK90437202835763,QEYF78920906203963,721.06,1653791826.667905,1658198226.667914,701-91-3195,pendiente,depositado
XVBPGBFTM6W,31,85,BKVK90437202835763,PAYM88147057072295,778.57,1651977426.668034,1658025426.668042,701-91-3195,rechazado,depositado
WUNFGBP69K3,31,85,BKVK90437202835763,OKVB13901643153578,946.99,1651459026.668148,1658457426.668156,701-91-3195,pendiente,depositado
MGBQGB15J06,31,85,BKVK90437202835763,MRGH61770730334982,266.13,1650940626.668271,1658198226.66828,701-91-3195,pendiente,depositado
QVCFGBKUK0X,31,85,CPYT66200117911365,IBYT89788515404006,847.78,1651027026.668386,1657507026.668395,701-91-3195,rechazado,emitido
UTNVGB0SNZ0,31,85,CPYT66200117911365,LAPS52328992477234,501.9,1651199826.668556,1657766226.668566,701-91-3195,aprobado,depositado
SNQWGBO3FA4,31,85,CPYT66200117911365,FWDV32147750235300,661.21,1650767826.668681,1658543826.668689,701-91-3195,pendiente,depositado
QBKKGBU4S7E,31,85,IFSB74591645656553,QJVW73004529974630,852.25,1652323026.6688,1658284626.668808,701-91-3195,aprobado,emitido
BCWJGBLRPFG,31,85,IFSB74591645656553,ZEYR42649405195585,804.72,1652409426.668976,1657939026.668986,701-91-3195,aprobado,emitido
SGBJGB1QF6C,31,85,IFSB74591645656553,WTHX83408258394536,418.37,1651286226.669099,1657766226.669107,701-91-3195,aprobado,depositado
AXEVGBOF1IW,31,85,LRMK56643814157287,RCIG21458058025719,464.96,1651027026.669231,1657420626.669241,701-91-3195,rechazado,emitido
CGZHGB4F7O6,31,85,LRMK56643814157287,HMVH40095894508909,117.01,1651113426.669406,1658457426.669416,701-91-3195,rechazado,emitido
OFOTGBXPIHT,31,85,LRMK56643814157287,MHOV74260336114152,409.37,1652495826.669532,1658284626.669541,701-91-3195,rechazado,depositado
PQVWGBDZN13,31,85,LRMK56643814157287,NDDG12338518343834,308.23,1651718226.669654,1657766226.669663,701-91-3195,aprobado,depositado
SEZYGBYC9A6,31,85,ZCGT73195094230879,UQLT36295882713757,355.7,1650508626.669778,1657334226.669787,701-91-3195,rechazado,depositado
HRSLGBBIF7G,31,85,ZCGT73195094230879,XTNI20740190587697,989.56,1651459026.66995,1658889426.669958,701-91-3195,aprobado,depositado
HWWFGBYXNE0,31,85,ZCGT73195094230879,YDGV05645895252151,389.78,1653619026.670071,1658284626.670079,701-91-3195,pendiente,emitido
GWYEGBO40TW,31,85,ZCGT73195094230879,ILMD59268445290137,936.99,1650767826.6702,1658198226.670209,701-91-3195,aprobado,depositado
FXXIGBTZXPP,31,85,ZCGT73195094230879,CKHI72638887272778,945.04,1651545426.670551,1658198226.67057,701-91-3195,rechazado,depositado
WGNVGBIZSNK,31,85,ZCGT73195094230879,XLVT80321567698609,799.08,1652063826.670724,1657852626.670733,701-91-3195,rechazado,emitido
IUWFGBK3GWO,69,88,OIVD51758661890266,LBBX92527497541527,186.3,1652582226.671713,1657507026.671724,326-19-2618,pendiente,depositado
RUTMGBUI727,69,88,OIVD51758661890266,BWOZ64530539813642,47.98,1650422226.671851,1657939026.671859,326-19-2618,rechazado,depositado
DMMJGBV2UY3,69,88,OIVD51758661890266,ANZZ95972964384595,943.83,1650508626.671965,1658457426.671974,326-19-2618,pendiente,emitido
DEPPGB2LNLH,69,88,OIVD51758661890266,MTTW96163037583837,385.04,1650508626.672076,1657420626.672084,326-19-2618,pendiente,depositado
UWULGBI7L92,69,88,OIVD51758661890266,YWXP31224520998626,437.45,1653100626.672198,1658630226.672206,326-19-2618,pendiente,depositado
HHRNGB4LC7R,69,88,OIVD51758661890266,OBIO54696816743064,303.17,1652755026.672327,1658198226.672337,326-19-2618,pendiente,depositado
JQDZGBB5R1C,69,88,OIVD51758661890266,TOSS76559254972834,962.78,1652150226.672448,1657507026.672456,326-19-2618,aprobado,emitido
WIPBGB8447V,69,88,OIVD51758661890266,COEI12587908926340,314.79,1653187026.67257,1657507026.672578,326-19-2618,rechazado,emitido
UVPNGB8RCEF,69,88,OIVD51758661890266,USLA55131860694328,789.19,1651804626.672774,1658716626.672783,326-19-2618,pendiente,depositado
HGGIGBU8L8Z,69,88,OIVD51758661890266,DLZR33862604410744,2.96,1650335826.672904,1657766226.672912,326-19-2618,rechazado,depositado
HHQCGBBXALT,69,88,OIVD51758661890266,YLBN09039021386651,55.27,1652150226.673029,1658803026.673038,326-19-2618,pendiente,emitido
MPBEGBXHTJY,69,88,OIVD51758661890266,DUHK12283789916983,460.55,1651718226.673152,1657593426.673161,326-19-2618,aprobado,emitido
VWNVGB54UKP,69,88,OIVD51758661890266,QWKI86719061548005,290.12,1652755026.673297,1658630226.673305,326-19-2618,pendiente,emitido
LKTFGB0YVU8,69,88,OIVD51758661890266,FDHL80583935110157,530.75,1652150226.673431,1657679826.67344,326-19-2618,rechazado,depositado
NEOCGBTYMB7,69,88,OIVD51758661890266,MUWM75502718526507,491.25,1651199826.673553,1658889426.673561,326-19-2618,pendiente,emitido
YOHJGBAASAD,69,88,OIVD51758661890266,NTFL77359909381319,190.03,1652063826.67367,1657247826.673679,326-19-2618,aprobado,depositado
THQKGBXWF6R,69,88,OIVD51758661890266,FNOH49910700207236,855.31,1653791826.6738,1658025426.673809,326-19-2618,rechazado,depositado
AEBZGBE9VER,69,88,OIVD51758661890266,EZUB32803128036879,30.77,1651027026.673918,1657766226.673926,326-19-2618,aprobado,depositado
ELZUGBPA18V,69,88,OIVD51758661890266,AWOQ64072731370561,272.03,1653791826.674038,1657939026.674047,326-19-2618,rechazado,depositado
NXMVGBY3H7A,69,88,OIVD51758661890266,VMFM98642684816150,473.06,1653014226.674156,1658025426.674164,326-19-2618,aprobado,depositado
JXMSGB25W46,78,252,KVCL03781934403723,LUBB75860080281378,704.91,1653532626.675032,1658457426.67504,796-70-7886,pendiente,emitido
QHALGBOPTQ1,78,252,KVCL03781934403723,RQHB37020273715869,391.92,1651199826.675141,1657507026.675149,796-70-7886,pendiente,depositado
NIJEGBBPI5N,78,252,KVCL03781934403723,OYSH31467624494033,13.13,1651891026.675264,1657679826.675273,796-70-7886,pendiente,depositado
RRVPGB5D94C,78,252,KVCL03781934403723,HOAC65170577049432,313.98,1651545426.675371,1658630226.675379,796-70-7886,pendiente,emitido
AWXTGBGOE8P,78,252,KVCL03781934403723,TRII81166815944677,539.99,1650422226.675478,1658975826.675486,796-70-7886,rechazado,depositado
ENSVGBTJNQ3,78,252,KVCL03781934403723,NNWN41288899605268,646.32,1651286226.675593,1658803026.675602,796-70-7886,rechazado,emitido
JIEVGBQO90N,78,252,KVCL03781934403723,WJBW50003531303992,455.84,1653359826.675714,1658889426.675723,796-70-7886,pendiente,depositado
HVBQGBIRXOQ,78,252,KVCL03781934403723,LRRI61726905297500,243.62,1651199826.675837,1657593426.675845,796-70-7886,rechazado,emitido
ZHZXGBB7E5R,78,252,KVCL03781934403723,IGQS82697973357958,821.65,1650335826.675965,1657420626.675973,796-70-7886,pendiente,depositado
RGALGBY029X,78,252,KVCL03781934403723,NQJN44791004686306,824.25,1651804626.676084,1657334226.676092,796-70-7886,aprobado,emitido
NWYZGBQR8SV,78,252,KVCL03781934403723,SQVA57358599003767,487.07,1651113426.676218,1657593426.676227,796-70-7886,aprobado,depositado
SJAXGBAXHYW,78,252,KVCL03781934403723,XIJT10411389532761,709.34,1651804626.676336,1658457426.676345,796-70-7886,rechazado,depositado
TPZPGBX9JKB,78,252,KVCL03781934403723,LZBC21167625708345,904.04,1651459026.676456,1658716626.676464,796-70-7886,pendiente,depositado
MSHDGBIMTR3,78,252,KVCL03781934403723,VSUH26894416851453,632.09,1652841426.676573,1658457426.676581,796-70-7886,aprobado,emitido
TXIHGBTD7JO,78,252,SVNV51070314194604,YDWW96385327186182,778.02,1653705426.676691,1657247826.6767,796-70-7886,pendiente,depositado
TLKZGBM4H5Q,78,252,SVNV51070314194604,QDOG25290466038172,205.84,1651113426.676855,1658543826.676864,796-70-7886,pendiente,emitido
GMNBGB1DYE3,78,252,SVNV51070314194604,XHOZ70614396311163,302.19,1650335826.676992,1657507026.677001,796-70-7886,pendiente,depositado
ZGUVGBUBJ26,78,252,SVNV51070314194604,JADL83906021217539,916.52,1652582226.67711,1658198226.677119,796-70-7886,aprobado,depositado
XOVNGB6CIJO,78,252,SVNV51070314194604,FWWV41654598133662,667.35,1651891026.677238,1658371026.677246,796-70-7886,aprobado,emitido
PYCBGBE8BA8,78,252,TCXH34646006640610,DSAJ00689827119063,391.57,1653619026.677356,1658975826.677363,796-70-7886,aprobado,emitido
CDVXGBNN2X8,92,126,ZJZO78905446879046,AGXW13483061983141,168.04,1651286226.678243,1657939026.67825,254-31-0002,rechazado,emitido
KWLXGBA1YY4,92,126,ZJZO78905446879046,SMVW61710425733453,107.94,1651718226.679443,1658111826.679456,254-31-0002,rechazado,depositado
NKEAGBNNZZI,92,126,ZJZO78905446879046,YEEU73722540241788,362.86,1650508626.679609,1658025426.679618,254-31-0002,rechazado,depositado
XYPYGBR98C0,92,126,ZJZO78905446879046,HNXH78051649917531,217.69,1653100626.679721,1658889426.679729,254-31-0002,rechazado,depositado
ZKGAGB0ULHP,92,126,ZJZO78905446879046,FCAN15951254818256,788.72,1652582226.679837,1658111826.679845,254-31-0002,rechazado,emitido
